fecha_scrape,fecha_publicacion,empresa,titulo_puesto,categoria,ubicacion,modalidad,salario_min,salario_max,experiencia_requerida,stack_tecnologico,nivel_ingles,url_oferta,description
2026-06-30,2025-11-05,Heetch,Staff Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5482275170?utm_medium=api&utm_source=4332c1fe,"About the Role We’re looking for a Staff Data Scientist to shape the future of our marketplace through advanced analytics, experimentation, and machine learning. You’ll define the technical direction of data science initiatives, influence product strategy , and mentor other data scientists to elevate our analytical standards and impact. As a Senior Technical Leader, you’ll partner closely with Product, Engineering, and Operations teams to turn data into decisions that improve reliability, growt…"
2026-06-30,2025-01-24,Appodeal,Lead Data Scientist,IA,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5022556861?utm_medium=api&utm_source=4332c1fe,"Appodeal is a dynamic US-based product company with a truly global presence. We have offices in Warsaw, Barcelona and Parkland (FL), along with remote team members located around the world. Our company thrives on diversity, collaboration, and innovation, making us a leader in the mobile app monetization space. Why Appodeal? At Appodeal, we’re more than just a company—we’re a team united by a common mission: Help people discover and grow their talents through products that enable successful mobi…"
2026-06-30,2025-12-02,Kaleris,Senior Data Scientist,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5524634216?utm_medium=api&utm_source=4332c1fe,"Job Description: About the Role Kaleris is seeking an experienced Senior Data Scientist to lead the design and delivery of machine learning and reinforcement learning solutions across our logistics and supply chain products. You will own end-to-end modeling initiatives—from problem framing and data strategy through validation and production operations—leveraging AI tooling to drive measurable business outcomes. Responsibilities Lead end-to-end ML solution design, translating business objectives…"
2026-06-30,2026-06-10,ACCIONA Construcción,Data Scientist Technician,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5757762404?utm_medium=api&utm_source=4332c1fe,"Somos una compañía global, líder en el desarrollo de infraestructuras regenerativas que generan un impacto positivo en la sociedad. Nuestra plantilla, formada por más de 65.000 profesionales y presente en más de 40 países de los cinco continentes, contribuye a nuestra misión de diseñar un planeta mejor. Buscamos personas que quieran marcar la diferencia, promover el desarrollo sostenible y encontrar soluciones a los mayores desafíos globales, incluidos el cambio climático, la sobrepoblación y l…"
2026-06-30,2025-10-12,Merlin Digital Partner,Sr Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5444031430?utm_medium=api&utm_source=4332c1fe,"We are Merlin Digital Partner ! A leading IT and Digital headhunting company who stands out from the crowd, boasting over a decade of experience. We've successfully collaborated and played a pivotal role in the growth of industry heavyweights such as Wallapop, Glovo, Banc Sabadell among others. Our emphasis lies in people-centric approaches and optimizing the selection processes . Our mission is to revolutionize companies by seamlessly integrating top-tier talent . What sets us apart is our in-…"
2026-06-30,2026-06-04,BidMachine,Senior Data Scientist,IA,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5751247224?utm_medium=api&utm_source=4332c1fe,"BidMachine Exchange – a fast-growing global programmatic exchange built for the future of in-app advertising. BidMachine operates with a strong US foundation and an international presence, with teams across Warsaw, Barcelona, Parkland (FL), and remote experts around the world. We combine deep AdTech expertise, proprietary technology, and a data-driven mindset to deliver transparency, performance, and efficiency in the mobile advertising ecosystem. Why BidMachine? At BidMachine, we are building …"
2026-06-30,2023-02-08,BBVA,DATA SCIENTIST ASSOCIATE,IA,Madrid,no especificado,,,,"spark, python, sql",no especificado,https://www.adzuna.es/details/3913350763?utm_medium=api&utm_source=4332c1fe,"· · Área: DATA Inscríbete hasta: 16/02/2023 Sociedad: 001 ¿Qué estamos buscando? SOBRE TI · Grado en Estadística, Matemáticas, Ingeniería, Actuariales, Informática. · Valorable especialización en Big Data. · Conocimientos de modelización, álgebra, econometría y/o estadística, análisis de variables, limpieza y preparación de datos. · Conocimientos de programación en Spark, Python, R, Scala. · Experiencia en diseño y manejo de bases de datos, cruces, joins y queries, en lenguajes como Hadoop, SQL…"
2026-06-30,2025-12-05,Veepee,Senior Data Scientist,IA,Barcelona,no especificado,,,,no especificado,nativo,https://www.adzuna.es/details/5529780963?utm_medium=api&utm_source=4332c1fe,"Pioneer of online flash sales since 2001 and key player in European e-commerce, Veepee collaborates with over 7,000 brands to offer highly discounted products available for a limited time. Operating across various sectors, including fashion, home, wine, travel or beauty Veepee achieved a turnover of 3.3 billion euros incl. VAT in 2024 and employs 5,000 staff members across 10 countries. As a data scientist at Veepee, you will join our Data Science Team of 20 people, fully cloud-native and distr…"
2026-06-30,2026-06-14,Senovo IT Ltd,Cloud AI Engineer,IA,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5763777185?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=B270025D34062205480E202C520A76CDFF07DA41,"Cloud Engineers con IA 100% remoto / desde España 12 meses  renovable (incorporación en julio) Freelancers (autónomo) Contexto Nuestro cliente es una organización líder inmersa en un ambicioso proceso de transformación digital, con un fuerte foco en la adopción de arquitecturas Cloud, plataformas de datos, automatización e Inteligencia Artificial. Como parte de esta estrategia, está ampliando su equipo tecnológico para impulsar el diseño, implementación y evolución de soluciones escalables, seg…"
2026-06-30,2026-06-14,Senovo IT Ltd,Cloud AI Engineer,IA,Valencia,remoto,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5763777561?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=31347E06CDB07A8F32FEBD48B19A7BC7CCDC6109,"Cloud Engineers con IA 100% remoto / desde España 12 meses  renovable (incorporación en julio) Freelancers (autónomo) Contexto Nuestro cliente es una organización líder inmersa en un ambicioso proceso de transformación digital, con un fuerte foco en la adopción de arquitecturas Cloud, plataformas de datos, automatización e Inteligencia Artificial. Como parte de esta estrategia, está ampliando su equipo tecnológico para impulsar el diseño, implementación y evolución de soluciones escalables, seg…"
2026-06-30,2026-05-22,Paradigma Digital,Senior AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5737805100?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=5FD7D7EC59285A605F45D0F379687F27A69AD138,"AI Engineer El futuro se construye con talento, pasión e innovación.  En Paradigma, sabemos que la tecnología es la clave para transformar el mundo, pero son las personas quienes hacen la diferencia.  Misión: Liderar el diseño técnico y la coordinación de los agentes inteligentes del proyecto. Tu objetivo es ser el puente entre el equipo de Estrategia y el de Ingeniería, asegurando que los MVPs sean técnicamente sólidos, estén alineados con las necesidades del negocio y se integren correctament…"
2026-06-30,2026-05-08,Ayesa Digital,Senior AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5723187669?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=85484D3223651884CEC95DDD7B03E8C773118D13,"¡En Ayesa Digital crecemos Contigo! Cada profesional de nuestra empresa es importante para nosotros, nos ayudan a crecer de manera diversa y gracias a ellos somos más de 11.000 personas trabajando con el mismo objetivo en 10 países. Si eres una persona entusiasta y buscas un nuevo reto profesional, ¡Este es tu sitio! Buscamos ampliar nuestro equipo con un/a Ingenierio/a Senior en Inteligencia Artificial Generativa para incorporarse a proyectos innovadores y de alto impacto tecnológico. ¿Qué bus…"
2026-06-30,2026-05-08,Ayesa Digital,Senior AI Engineer,IA,"Vitoria-Gasteiz, Álava",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5722978133?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=A577457E67AB96214241FCBD0C8D2FACD2C64E4A,"¡En Ayesa Digital crecemos Contigo! Cada profesional de nuestra empresa es importante para nosotros, nos ayudan a crecer de manera diversa y gracias a ellos somos más de 11.000 personas trabajando con el mismo objetivo en 10 países. Si eres una persona entusiasta y buscas un nuevo reto profesional, ¡Este es tu sitio! Buscamos ampliar nuestro equipo con un/a Ingenierio/a Senior en Inteligencia Artificial Generativa para incorporarse a proyectos innovadores y de alto impacto tecnológico. ¿Qué bus…"
2026-06-30,2026-05-08,Ayesa Digital,Senior AI Engineer,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5722978144?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=65A3E570304F5A75F9F97C5AA78E6CB294E1AACE,"¡En Ayesa Digital crecemos Contigo! Cada profesional de nuestra empresa es importante para nosotros, nos ayudan a crecer de manera diversa y gracias a ellos somos más de 11.000 personas trabajando con el mismo objetivo en 10 países. Si eres una persona entusiasta y buscas un nuevo reto profesional, ¡Este es tu sitio! Buscamos ampliar nuestro equipo con un/a Ingenierio/a Senior en Inteligencia Artificial Generativa para incorporarse a proyectos innovadores y de alto impacto tecnológico. ¿Qué bus…"
2026-06-30,2026-05-23,NTT DATA Europe & Latam,Python AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5738960588?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=03E67C7A872184078A9FFE7313739E19915A7FA8,"NTT DATA es una consultora multinacional que ofrece soluciones tecnológicas, de negocio, estrategia, desarrollo y mantenimiento de aplicaciones, siendo un referente en consultoría. Digital Technology es la unidad enfocada a acompañar a las grandes organizaciones iberoamericanas en su transformación digital, generando dividendos digitales a través de la tecnología y el diseño, con enfoque práctico y orientado al negocio. Para lograrlo, buscamos personas que compartan nuestra curiosidad permanent…"
2026-06-30,2026-06-14,Senovo IT Ltd,Cloud AI Engineer,IA,"Vitoria-Gasteiz, Álava",remoto,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5763777194?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=8B55F2FA1B6D6C94E87C09DEC5C9124044F88DD1,"Cloud Engineers con IA 100% remoto / desde España 12 meses  renovable (incorporación en julio) Freelancers (autónomo) Contexto Nuestro cliente es una organización líder inmersa en un ambicioso proceso de transformación digital, con un fuerte foco en la adopción de arquitecturas Cloud, plataformas de datos, automatización e Inteligencia Artificial. Como parte de esta estrategia, está ampliando su equipo tecnológico para impulsar el diseño, implementación y evolución de soluciones escalables, seg…"
2026-06-30,2026-06-24,Exceltic,Computer Vision & AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775098467?se=WsbRaa908RGeccqK7JssDw&utm_medium=api&utm_source=4332c1fe&v=5756F9DABE01FDD60E76B536ABE0D6EEF2309B17,"¿Quieres formar parte de la experiencia Exceltic , una empresa con estrategia centrada en las personas? ¿Buscas formar parte de una gran variedad de proyectos punteros en una empresa de ingeniería en fuerte expansión? ¡Queremos conocerte! ¡Ésta es tu oportunidad! Estamos en búsqueda de un/a Medior/Senior Computer Vision Engineer con experiencia en visión artificial, procesamiento de imagen y sistemas de visión 3D , para formar parte de nuestro equipo en Barcelona en modalidad Híbrida.  ¿Cuál se…"
2026-06-30,2026-06-24,Unit4,AI Engineer,IA,Granada,no especificado,,,,azure,no especificado,https://www.adzuna.es/details/5774159630?utm_medium=api&utm_source=4332c1fe,"Job Description We're looking for an AI Engineer to design, build, and operate production-grade AI and Generative AI solutions across the company. This is a hands-on engineering role: you'll turn architecture and business requirements into working, scalable systems - including LLM applications, AI agents, RAG pipelines, and integrations with our enterprise platforms. The role has a strong emphasis on Microsoft Azure and the Microsoft Copilot ecosystem, which are our primary enterprise platforms…"
2026-06-30,2026-05-15,Huzzle,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5730249563?utm_medium=api&utm_source=4332c1fe,"About Huzzle At Huzzle, we connect exceptional talents with top opportunities at leading companies across the UK, US, Canada, Europe, and Australia. Our clients include startups, digital agencies, and tech platforms in industries such as SaaS, MarTech, FinTech, and AI. Unlike an outsourcing agency, we place you directly with a client where you’re hired in-house as a valued member of their team. Role Type: Full-time Engagement: Independent Contractor Job Summary We are looking for a skilled and …"
2026-06-30,2026-06-18,Confidential Careers,AI Engineer / Automation Builder.,IA,España,no especificado,,,,azure,no especificado,https://www.adzuna.es/land/ad/5768339813?se=buhEa6908RGr3q9D2Dejjw&utm_medium=api&utm_source=4332c1fe&v=1D4DC5823C5E7D0E74E8ABE666249CE73CE363E4,"Condiciones de la posición Salario 30.000 € brutos/año, con posibilidad de evolución según desempeño y complejidad de proyectos. Con fecha de incorporación para Septiembre 2026. Misión: Crear automatizaciones y prototipos con herramientas de IA y datos, colaborando con equipos educativos y corporativos para mejorar procesos y experiencias. Responsabilidades: Documentar las soluciones y apoyar la capacitación de usuarios no técnicos. Conectar APIs de modelos de lenguaje (OpenAI, Azure OpenAI, An…"
2026-06-30,2026-01-22,Darwin AI,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5594852023?utm_medium=api&utm_source=4332c1fe,"We are looking for a highly motivated individual to join our AI Special Forces team. A person who is passionate about delivering fast, effective, and high-quality support to clients, and is driven by the potential of technology and AI. This role is perfect for someone who loves solving problems, is highly organized, and has a strong interest in technology and AI. As an AI Special Forces Specialist, you will play a critical role, acting as the first line of defense when clients encounter issues …"
2026-06-30,2025-06-27,,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5271829341?utm_medium=api&utm_source=4332c1fe,"AI Engineer: Shape the Future of Autonomous Intelligence About Teradata At Teradata, we don’t just manage data—we unlock its full potential. Our ClearScape Analytics™ platform and pioneering Enterprise Vector Store empower the world’s largest organizations to extract transformative value from their most complex data. We’re at the forefront of innovation in Artificial Intelligence, especially in the dynamic space of autonomous and agentic systems. Ready to learn from industry leaders and make a …"
2026-06-30,2026-06-18,Sanofi Group,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5767607086?utm_medium=api&utm_source=4332c1fe,"AI Engineer  _Location: Barcelona, Spain_ About the job As an AI Engineer within this team, you will design and build cutting-edge agentic AI systems that reimagine how Sanofi's global Supply Chain operates. You will architect and deploy intelligent, autonomous AI agents that automate complex supply chain workflows, unlock real-time decision-making, and drive operational excellence at scale. About Sanofi Sanofi is a global biopharmaceutical company dedicated to supporting people through their h…"
2026-06-30,2026-02-27,Abacum,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5647721202?utm_medium=api&utm_source=4332c1fe,"About Abacum Abacum is the leading Business Planning solution for finance teams to drive performance . By automating reporting, enabling collaboration, and simplifying planning and forecasting, we help finance teams shift from number crunching to driving strategic decisions. Founded in 2020 by two former CFOs, we’ve grown into a global team of 100 people across 30 nationalities . Headquartered in New York , we have offices in Toronto and Barcelona. We’re trusted by industry leaders such as Dish…"
2026-06-30,2026-06-07,Labhouse,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5754885769?utm_medium=api&utm_source=4332c1fe,"Labhouse is a Barcelona-based startup studio building AI-powered mobile apps used by hundreds of thousands of people worldwide. Our products — including Invoice Fly and Summary AI — are designed to make everyday tasks faster, smarter, and simpler through a subscription model that puts the user first. We were founded by Andrés Bou and Horacio Martos , the duo behind SocialPoint (acquired by Take-Two Interactive), and we operate with the mindset of a product company: small teams, high ownership, …"
2026-06-30,2026-06-10,M47,AI Engineer,IA,Barcelona,no especificado,,,,spark,no especificado,https://www.adzuna.es/details/5758849739?utm_medium=api&utm_source=4332c1fe,"At M47, we spark AI! We help tech companies understand how AI can drive their strategic objectives and effectively plan an implementation roadmap. Our mission is to leverage AI to create solutions that can understand, interpret, and respond to human language, empowering businesses and making better-informed decisions. Join us in making the future more intelligent! About your day-to-day: You will join our Conversational AI team as the dedicated engineer for a key enterprise client project. You'l…"
2026-06-30,2026-06-08,Unit4,AI Engineer,IA,Granada,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5756549649?utm_medium=api&utm_source=4332c1fe,"Company Description Meet Unit4. With over 40 years of heritage, we’re an agile, fast growing, Cloud company that is on a mission to redefine Enterprise Resource Planning (ERP) for mid-market people-centric organisations. With our innovative, self-driving, adaptive and intuitive software, our customers can spend more time on meaningful high-value work. At the heart of what we do lies a simple yet profound purpose: Improve how people work by focusing on what truly matters. — A powerful statement …"
2026-06-30,2025-07-09,,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5292652228?utm_medium=api&utm_source=4332c1fe,"Ignite the Future of Language with AI at Teradata! What You'll Do: Shape the Way the World Understands Data At Teradata, we're not just managing data; we're unleashing its full potential. Our ClearScape Analytics™ platform and pioneering Enterprise Vector Store are empowering the world's largest enterprises to derive unprecedented value from their most complex data. We're rapidly pushing the boundaries of what's possible with Artificial Intelligence, especially in the exciting realm of autonomo…"
2026-06-30,2026-05-06,Orbitant,AI Engineer,IA,Madrid,remoto,40000.0,60000.0,,no especificado,no especificado,https://www.adzuna.es/details/5720612935?utm_medium=api&utm_source=4332c1fe,"At Orbitant we are looking for AI Engineers (mid and senior, remote). What is Orbitant? Humanity is living through its greatest acceleration. This is not a trend; it is a civilizational inflection point. The companies that will define the next era are not the ones with the most code, but the ones with the best judgment about what to build, how to architect it, and why it matters. Orbitant exists to provide that thrust. We are looking for engineers who don't just write code. They make the decisi…"
2026-06-30,2025-11-10,Napptilus Tech Labs,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5489747935?utm_medium=api&utm_source=4332c1fe,"About Napptilus: Napptilus is an innovative technology company with over 15 years of experience in software development, R&D and creating successful startups. Our diverse and talented team includes engineers, technical specialists, designers, marketing strategists, and entrepreneurs, enabling us to consistently deliver cutting-edge technological solutions to our clients. Role Overview: The AI team at Napptilus helps companies in Spain and internationally turn the potential of artificial intelli…"
2026-06-30,2024-12-05,SlashMobility,AI Engineer,IA,"Madrid, Comunidad de Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4964203867?utm_medium=api&utm_source=4332c1fe,"SlashMobility SlashMobility es una firma boutique tecnológica que está construyendo algo diferente a la consultoría tradicional. No queremos ser una fábrica de horas ni una consultora masiva. Estamos creando una casa para la Tecno Élite: profesionales que quieren trabajar con grandes corporaciones en retos reales, con equipos pequeños, muy buenos y con impacto. Ayudamos a grandes organizaciones a diseñar y construir productos digitales y plataformas tecnológicas que realmente mueven su negocio.…"
2026-06-30,2026-06-26,Mática Partners,Ai Engineer,IA,Valladolid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5778118943?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? Somos una compañía tecnológica especializada en Inteligencia Artificial , IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien. Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica , la orientación a negocio y el sen…"
2026-06-30,2026-06-27,Mática Partners,Ai Engineer,IA,Valladolid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5779366307?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? Somos una compañía tecnológica especializada en Inteligencia Artificial , IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien. Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica , la orientación a negocio y el sen…"
2026-06-30,2026-06-27,Mática Partners,Ai Engineer,IA,"Chantada, Lugo",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5779366505?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? Somos una compañía tecnológica especializada en Inteligencia Artificial , IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien. Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica , la orientación a negocio y el sen…"
2026-06-30,2026-06-27,Mática Partners,Ai Engineer,IA,Málaga,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5779366285?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? Somos una compañía tecnológica especializada en Inteligencia Artificial , IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien. Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica , la orientación a negocio y el sen…"
2026-06-30,2026-06-27,Mática Partners,Ai Engineer,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5779366291?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? Somos una compañía tecnológica especializada en Inteligencia Artificial , IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien. Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica , la orientación a negocio y el sen…"
2026-06-30,2026-06-29,Mática Partners,Ai Engineer,IA,Ávila,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414528?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? Somos una compañía tecnológica especializada en Inteligencia Artificial, IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien.Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica, la orientación a negocio y el sentid…"
2026-06-30,2026-06-29,Mática Partners,Ai Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781410003?utm_medium=api&utm_source=4332c1fe,"Somos una compañía tecnológica especializada en Inteligencia Artificial , IA Generativa, Analytics, Gobierno del Dato, Cloud y arquitecturas Event Driven, pero sobre todo somos un equipo con conocimiento, criterio y muchas ganas de hacer las cosas bien. Trabajamos con talento altamente especializado, esté donde esté, y apostamos por una forma de crecer basada en la confianza, la autonomía y la participación. Nos mueve la excelencia tecnológica , la orientación a negocio y el sentido común, pero…"
2026-06-30,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,"Vitoria-Gasteiz, Álava",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775095308?se=dpJObq908RG2jLGQagABMA&utm_medium=api&utm_source=4332c1fe&v=3FE5BDC5527CA88B99122A9AAF48870B6E177039,"Job Description En tu día a día, participarás en todas las fases de los proyectos de Avanade, apoyarás el desarrollo de soluciones de infraestructura y contribuirás en la definición de operaciones tecnológicas. Te unirás a un equipo que valora la innovación y el compromiso, enfocándose siempre en el impacto positivo para nuestros clientes y la sociedad. Together we do what matters . Key Responsibilities: Dirigir y gestionar proyectos de IA generativa desde la conceptualización hasta la implemen…"
2026-06-30,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775095170?se=dpJObq908RG2jLGQagABMA&utm_medium=api&utm_source=4332c1fe&v=F257805F9482E79AB636088A3E297313DC4C453B,"Job Description En tu día a día, participarás en todas las fases de los proyectos de Avanade, apoyarás el desarrollo de soluciones de infraestructura y contribuirás en la definición de operaciones tecnológicas. Te unirás a un equipo que valora la innovación y el compromiso, enfocándose siempre en el impacto positivo para nuestros clientes y la sociedad. Together we do what matters . Key Responsibilities: Dirigir y gestionar proyectos de IA generativa desde la conceptualización hasta la implemen…"
2026-06-30,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775422790?se=dpJObq908RG2jLGQagABMA&utm_medium=api&utm_source=4332c1fe&v=192A350F196F93F8F118E4E9477B00BBD9CFEE58,"Job Description En tu día a día, participarás en todas las fases de los proyectos de Avanade, apoyarás el desarrollo de soluciones de infraestructura y contribuirás en la definición de operaciones tecnológicas. Te unirás a un equipo que valora la innovación y el compromiso, enfocándose siempre en el impacto positivo para nuestros clientes y la sociedad. Together we do what matters . Key Responsibilities: Dirigir y gestionar proyectos de IA generativa desde la conceptualización hasta la implemen…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Mos, Pontevedra",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414090?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-upPharmaceutical Manufacturing SectorHybrid (Barcelona)Reports to Global VP Consulting ServicesThis software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence.Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industryTheir products and services are helping pharma manufacture…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Barcelona,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413417?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-upPharmaceutical Manufacturing SectorHybrid (Barcelona)Reports to Global VP Consulting ServicesThis software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence.Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industryTheir products and services are helping pharma manufacture…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Vitoria-Gasteiz, Álava",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413518?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-upPharmaceutical Manufacturing SectorHybrid (Barcelona)Reports to Global VP Consulting ServicesThis software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence.Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industryTheir products and services are helping pharma manufacture…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Valencia,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413500?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-upPharmaceutical Manufacturing SectorHybrid (Barcelona)Reports to Global VP Consulting ServicesThis software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence.Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industryTheir products and services are helping pharma manufacture…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Arbo, Pontevedra",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414403?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-upPharmaceutical Manufacturing SectorHybrid (Barcelona)Reports to Global VP Consulting ServicesThis software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence.Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industryTheir products and services are helping pharma manufacture…"
